customer_id,account_balance,credit_score,loan_amount,loan_duration_months,interest_rate,loan_purpose,application_date,approval_status,payment_due_date
331,934081.47,813,200554.96,97,28.68,education,9/21/2023,rejected,2/21/2024
332,644835.88,743,888406.49,309,14.66,debt consolidation,3/21/2023,pending,10/17/2025
333,375443.81,536,441379.92,54,24.76,home improvement,11/6/2022,pending,6/18/2025
334,566480.45,523,991082.04,239,7.74,home improvement,6/9/2024,approved,6/4/2025
335,882810.41,737,972615.33,127,14.64,education,12/17/2023,rejected,7/1/2024
336,551970.45,446,503455.83,335,6.29,home improvement,6/9/2022,rejected,3/8/2024
337,570681.45,823,223912.29,89,22.86,debt consolidation,12/16/2024,approved,4/19/2024
338,856921.02,342,975025.17,105,29.68,debt consolidation,3/30/2024,rejected,7/16/2025
339,403972.54,799,520027.56,109,23.87,debt consolidation,1/8/2024,approved,1/11/2025
340,855261.9,773,171459.06,24,16.48,home improvement,7/22/2024,rejected,1/13/2025
341,525428.21,489,519069.1,238,26.48,debt consolidation,10/19/2023,pending,12/23/2025
342,208931.92,458,387752.01,343,17.52,home improvement,3/7/2023,rejected,8/29/2025
343,58540.92,414,770250.47,32,21.12,debt consolidation,10/23/2023,rejected,8/14/2025
344,646168.5,731,280575.19,86,12.78,debt consolidation,1/7/2024,pending,4/14/2024
345,503307.72,577,701476.36,203,11.05,debt consolidation,11/9/2023,pending,7/18/2024
346,425703.69,673,914704.15,141,17.41,education,9/26/2024,approved,5/28/2025
347,454630.1,640,162156.45,272,0.56,debt consolidation,7/31/2023,rejected,4/30/2025
348,605419.89,472,926615.15,116,3.84,debt consolidation,3/14/2023,rejected,11/28/2025
349,485728.75,560,918604.99,277,25.29,education,7/24/2022,approved,1/20/2025
350,819259.47,698,428624.11,261,10.6,home improvement,10/20/2024,pending,8/19/2025
351,151181.78,849,124382.1,192,10.77,education,1/25/2022,rejected,12/1/2025
352,163943.18,475,119261.51,268,11.7,education,11/4/2022,approved,10/16/2024
353,363163.61,418,470851.65,2,9.41,debt consolidation,7/22/2022,approved,1/25/2025
354,225190.86,618,358736.1,333,21.88,education,2/2/2023,pending,10/31/2024
355,531042.43,789,73731.84,182,9.8,education,8/24/2022,pending,11/26/2024
356,989717.84,838,971896.72,277,8.11,home improvement,2/2/2024,approved,8/10/2024
357,843986.56,498,348907.99,73,17.56,home improvement,5/19/2022,rejected,5/12/2025
358,635654.2,404,121663.98,28,1.37,education,1/17/2024,rejected,4/15/2024
359,504273.9,842,885986.2,20,7.88,debt consolidation,12/12/2024,rejected,8/21/2024
360,577649.96,617,593309.84,185,27.46,home improvement,7/15/2023,pending,11/17/2024
361,920018.66,580,9411.39,186,7.54,debt consolidation,4/27/2023,pending,5/6/2024
362,163801.68,703,137658.98,22,22.92,home improvement,4/28/2023,approved,4/26/2024
363,656014.08,541,406381.16,17,27.92,debt consolidation,7/7/2024,pending,12/29/2025
364,154080.04,591,713232.14,251,16.13,debt consolidation,6/15/2023,rejected,9/3/2024
365,619591.27,561,365672.4,238,20.23,debt consolidation,8/27/2023,approved,8/19/2024
366,168272.52,795,621869.02,1,5.96,education,11/6/2024,approved,6/13/2025
367,658680.76,369,140214.8,311,24.18,education,11/18/2023,approved,3/22/2024
368,464506.23,593,564941.78,120,18.19,debt consolidation,7/26/2023,pending,1/10/2025
369,739845.73,347,322508.72,213,20.66,home improvement,6/25/2023,pending,5/31/2025
370,148095.6,522,652874.29,92,6.54,debt consolidation,9/2/2023,pending,10/10/2024
371,275051.63,538,490899.33,129,1.32,education,1/25/2024,rejected,6/15/2025
372,661211.84,753,387822.76,57,22.57,debt consolidation,5/1/2023,pending,5/11/2024
373,376184.38,706,382987.28,102,16.69,education,7/31/2024,pending,2/15/2024
374,579583.24,346,797613.69,52,29.67,education,4/11/2022,approved,3/4/2024
375,172086.37,839,940060.44,343,12.5,home improvement,11/2/2023,pending,12/20/2025
376,736394.44,396,720497.87,52,17.23,home improvement,8/17/2022,approved,9/16/2025
377,762203.43,631,977296.48,164,9.55,home improvement,12/17/2023,approved,12/18/2025
378,773917.11,816,36259.31,202,13.51,debt consolidation,6/19/2023,pending,5/3/2025
379,438799.71,515,200027.84,120,8.89,home improvement,11/29/2022,approved,9/29/2024
380,595707.92,420,119888.52,338,0.08,home improvement,3/30/2024,approved,2/14/2025
381,493684.48,681,100905.73,346,17.01,education,1/15/2023,pending,3/5/2024
382,184808.59,657,158449.15,256,24.68,home improvement,4/26/2022,pending,10/26/2024
383,662358.43,850,207073.37,332,15.45,home improvement,9/1/2023,approved,2/11/2024
384,434585.83,399,791587.48,304,2.85,home improvement,10/17/2022,pending,4/8/2025
385,754840.49,431,8235.1,112,7.19,debt consolidation,12/9/2023,rejected,11/4/2025
386,640913.79,523,136612.51,355,14.86,education,4/22/2023,rejected,4/26/2025
387,628222.96,666,461155.98,176,21.5,debt consolidation,10/27/2024,pending,1/16/2025
388,189139.17,588,273340.53,334,15.77,home improvement,1/4/2024,pending,3/6/2024
389,257660.5,617,134370.25,142,25.97,education,4/3/2023,rejected,5/13/2025
390,68519.38,841,664136.88,269,27.88,debt consolidation,3/17/2022,pending,7/17/2025
391,863622.27,723,606966.72,107,6.04,home improvement,8/3/2022,pending,5/22/2024
392,964538.8,366,395611.98,143,2.52,home improvement,7/17/2023,pending,4/17/2024
393,859760.16,693,74227.17,46,6.09,education,9/21/2022,rejected,1/17/2024
394,89934.97,795,337404.87,172,25.03,home improvement,3/10/2024,pending,3/17/2025
395,894054.94,477,565529.75,108,23.1,education,6/9/2024,rejected,3/6/2025
396,644351.09,488,395913.24,106,2.97,education,11/12/2023,approved,11/26/2024
397,985966.01,686,402694.93,79,26.87,home improvement,6/6/2023,approved,7/21/2024
398,843197.11,519,240803.12,151,5.3,home improvement,2/24/2023,pending,9/10/2025
399,459621.78,843,673761.46,20,13.56,debt consolidation,1/27/2022,approved,11/15/2025
400,732912.56,519,269835.27,322,12.78,education,8/15/2022,pending,10/1/2024
401,265225.74,822,264812.58,140,5.38,debt consolidation,4/11/2022,pending,5/18/2024
402,135734.19,674,40524.11,144,29.76,home improvement,3/23/2023,pending,5/3/2025
403,604177.96,469,566398.39,205,12.83,education,7/20/2022,approved,5/1/2025
404,957260.85,366,114452.55,86,6.89,debt consolidation,7/13/2022,approved,2/24/2024
405,118968.92,425,713753.51,54,21.22,home improvement,1/21/2022,rejected,8/6/2024
406,630147.9,626,879423.23,140,12.22,debt consolidation,9/10/2023,approved,1/22/2025
407,516640.4,374,233590.15,223,16.88,home improvement,2/25/2024,pending,1/7/2024
408,994918.51,732,327635.42,106,16.96,debt consolidation,6/28/2022,approved,5/9/2025
409,569489.19,339,790558.18,190,9.09,education,4/21/2023,rejected,12/25/2025
410,440501.87,652,766522.96,273,3.33,education,4/24/2022,pending,11/29/2024
411,950381.4,492,202446.06,150,23.21,debt consolidation,1/27/2022,rejected,5/23/2025
412,475304.78,539,525203.8,219,24.64,debt consolidation,11/4/2024,approved,10/17/2025
413,359690.43,602,97711.28,4,14.75,home improvement,11/2/2024,rejected,10/18/2025
414,920983.85,583,449740.27,176,29.58,debt consolidation,5/15/2024,pending,5/6/2024
415,675187.22,407,918993.24,79,29.16,home improvement,7/10/2022,pending,6/11/2024
416,955419.13,301,213458.18,258,20.54,home improvement,3/30/2024,pending,7/2/2025
417,402779.36,477,94493.57,280,19.18,debt consolidation,8/11/2024,pending,6/13/2024
418,124400.63,808,335174.68,8,4.26,debt consolidation,4/30/2022,rejected,6/13/2024
419,617037.71,839,732119.77,132,10.06,debt consolidation,3/30/2023,approved,9/11/2025
420,184472.66,836,827025.92,202,2.71,debt consolidation,2/22/2024,rejected,2/9/2024
421,736997.79,850,372713.79,252,19.2,education,2/20/2022,rejected,5/28/2024
422,493340.18,754,43928.48,112,20.32,debt consolidation,2/19/2023,approved,1/7/2024
423,884753.48,428,60971.56,82,2.55,home improvement,5/26/2024,rejected,10/2/2025
424,573048.82,819,561052.48,124,12.01,home improvement,5/1/2024,pending,7/9/2025
425,877058.17,514,581144.47,319,7.71,home improvement,7/25/2024,approved,6/15/2024
426,694982.57,402,265450.18,37,26.04,education,2/2/2024,pending,11/15/2024
427,878874.51,460,596519.58,71,3.28,home improvement,3/4/2022,approved,3/22/2024
428,988122.78,606,594065.19,143,17.87,education,5/13/2024,rejected,5/5/2024
429,896262.37,429,517410.55,135,10.16,home improvement,3/11/2023,approved,11/5/2024
430,861304.48,562,267977.14,58,29.79,education,5/26/2022,rejected,8/5/2025
431,916762.18,659,395751.68,265,27.71,education,2/23/2022,pending,4/8/2024
432,572167.52,488,55193.32,61,17.89,education,1/15/2022,pending,11/28/2024
433,564876.74,806,352520.31,245,27.12,education,4/16/2023,rejected,12/8/2024
434,186327.56,317,428327.23,338,21.62,education,7/26/2023,approved,2/27/2025
435,681607.31,544,589687.96,80,12.02,debt consolidation,10/12/2024,approved,6/1/2024
436,584667.83,434,132339.3,111,9.7,debt consolidation,12/26/2023,approved,11/7/2024
437,378460.73,720,989128.76,189,25.35,education,5/15/2022,pending,8/11/2024
438,148562.7,402,988896.96,154,11.2,debt consolidation,10/17/2023,pending,9/4/2025
439,568908.12,484,858795.14,144,24.51,home improvement,9/20/2024,approved,3/30/2025
440,929269.75,770,378073.63,124,29.22,home improvement,4/14/2022,rejected,6/5/2024
441,73240.81,541,315959.08,152,11.11,education,4/21/2023,approved,3/11/2024
442,46911.96,332,21146.77,176,7.15,debt consolidation,8/29/2023,rejected,7/31/2024
443,811963.2,558,844793.58,265,13.5,home improvement,6/23/2023,rejected,3/8/2024
444,564186.79,490,975660.65,268,16.99,education,9/9/2022,pending,6/9/2024
445,838392.2,766,131897.92,243,17.55,education,7/31/2022,approved,7/29/2025
446,290590.67,589,299301.87,111,20.3,education,5/4/2024,approved,1/22/2025
447,758896.74,450,385262.75,237,6.3,home improvement,5/10/2023,approved,3/29/2024
448,58769.38,706,208874.47,34,6.31,debt consolidation,3/13/2022,pending,5/27/2025
449,9135.85,565,496112.89,142,22.01,debt consolidation,4/25/2023,pending,4/15/2025
450,581945.1,802,693901.66,347,17.85,debt consolidation,7/15/2024,pending,2/19/2024
451,353442.61,606,240324.22,154,15.93,home improvement,3/8/2024,pending,9/12/2025
452,661577.29,776,456981.38,3,3.91,home improvement,4/3/2024,approved,11/20/2024
453,97908.51,769,977308.15,128,1.54,education,12/27/2023,pending,9/14/2024
454,836975.13,778,503854.35,214,29.68,debt consolidation,2/20/2022,approved,12/16/2024
455,503458.92,539,289667.59,79,15.87,education,4/5/2022,approved,7/21/2024
456,587855.31,482,323244.31,158,17.21,debt consolidation,9/7/2024,rejected,9/6/2025
457,322358.91,628,881513.44,61,7.92,debt consolidation,12/10/2022,approved,2/18/2025
458,122673.9,420,916273.55,146,9.54,home improvement,5/22/2024,pending,11/14/2025
459,962754.69,659,642215.97,36,11.55,home improvement,8/24/2023,pending,3/13/2024
460,402628.31,816,851815.22,181,28.27,home improvement,2/3/2024,approved,11/18/2025
461,530147.79,326,447643.07,105,2.49,home improvement,10/16/2023,approved,2/12/2025
462,873125.64,800,49385.2,162,2.54,home improvement,4/22/2024,rejected,11/18/2025
463,328724.32,627,920998.72,163,7.03,debt consolidation,5/12/2023,approved,11/2/2024
464,355420.02,354,727064.65,1,10.78,debt consolidation,5/15/2023,pending,1/9/2025
465,726579.54,613,873552.23,63,0.8,education,7/23/2022,pending,4/11/2024
466,401098.56,585,501049.88,143,12.25,debt consolidation,2/17/2022,rejected,6/20/2025
467,738773.32,350,519265.68,79,8.78,home improvement,8/5/2023,pending,4/29/2025
468,139868.81,378,910539.12,216,6.07,home improvement,4/13/2023,approved,10/10/2025
469,400283.18,342,226137.15,115,2.45,home improvement,12/11/2022,pending,5/4/2025
470,632553.34,436,602547.63,296,25.73,home improvement,2/21/2023,approved,9/30/2025
471,698794.37,839,777992.07,242,0.97,education,12/5/2023,rejected,12/27/2025
472,943846.35,347,261942.04,224,18.6,home improvement,8/5/2023,rejected,9/29/2025
473,770484.75,426,519517.14,143,15.1,home improvement,3/12/2023,approved,5/14/2025
474,93656.02,645,369871.86,253,10.39,debt consolidation,9/22/2023,approved,5/16/2024
475,449048.48,498,950830.32,272,22.5,home improvement,5/11/2022,rejected,3/13/2024
476,82439.2,737,680305.4,358,2.01,home improvement,6/14/2024,approved,1/18/2024
477,735782.73,459,930579.08,4,25.94,education,8/13/2023,rejected,5/3/2025
478,433559.28,639,679180.13,99,26.26,education,3/29/2023,approved,5/7/2024
479,979586.99,555,144779.42,250,15.38,debt consolidation,9/1/2024,rejected,5/21/2024
480,363213.14,550,155338.96,213,23.98,home improvement,10/19/2023,pending,4/11/2025
481,810213.75,571,127829.47,114,2.73,education,10/27/2022,pending,9/4/2024
482,105091.16,417,370239.56,149,19.02,debt consolidation,1/30/2022,rejected,7/6/2025
483,279584.31,644,257801.5,222,27.79,education,3/8/2024,pending,6/8/2024
484,954241.12,563,686956.09,19,15.19,education,11/3/2022,approved,9/12/2025
485,487099.04,812,364897.5,226,14.5,education,1/26/2024,rejected,10/18/2024
486,819010.96,805,86621.87,360,3.01,education,2/17/2023,rejected,5/29/2024
487,205368.5,327,324153.64,97,23.61,education,1/19/2024,approved,5/10/2025
488,127574.82,697,346356.48,314,7.79,education,12/12/2024,rejected,9/30/2025
489,835665.62,587,327540.22,188,4.27,debt consolidation,1/10/2023,approved,1/16/2025
490,410246.96,779,11132.58,176,1.73,home improvement,11/4/2024,approved,11/18/2024
491,960720.01,343,112405.2,184,2.72,debt consolidation,6/2/2022,rejected,4/22/2025
492,122352.88,815,737683.54,54,27.01,debt consolidation,10/20/2024,rejected,12/17/2024
493,470329.03,423,129266.81,278,29.3,education,3/29/2022,rejected,4/11/2024
494,96247.18,443,595562.77,342,20.12,home improvement,8/17/2022,rejected,9/19/2025
495,3902.9,679,867770.13,240,15.82,debt consolidation,1/6/2024,pending,9/6/2024
496,219101.48,542,519941.54,177,14.0,home improvement,3/28/2024,approved,1/21/2025
497,615803.05,788,714623.15,173,1.4,home improvement,10/2/2022,approved,12/14/2024
498,644189.83,312,115410.31,20,17.37,home improvement,8/2/2023,rejected,5/22/2024
499,886548.49,572,847687.86,30,23.57,home improvement,9/27/2024,pending,12/11/2024
500,398990.82,696,96708.88,57,22.25,home improvement,4/29/2023,rejected,5/11/2024
501,580355.25,712,348791.98,302,27.42,home improvement,7/1/2024,pending,1/19/2025
502,32317.65,496,905519.09,33,16.83,education,9/26/2022,approved,5/20/2025
503,218280.58,467,201119.74,269,5.43,home improvement,12/6/2022,rejected,6/10/2025
504,204594.27,760,219144.84,211,11.62,debt consolidation,4/18/2024,pending,12/19/2025
505,337207.09,828,32766.84,257,23.47,home improvement,5/24/2023,rejected,1/6/2025
506,304408.51,728,102715.13,30,25.5,home improvement,5/24/2022,rejected,6/6/2025
507,12735.55,374,456584.79,275,24.6,home improvement,2/5/2022,rejected,3/10/2025
508,287007.1,800,521228.3,243,8.3,home improvement,3/15/2022,approved,6/2/2024
509,945181.47,732,266918.59,133,8.32,home improvement,11/17/2022,rejected,1/28/2025
510,560574.01,504,880105.88,332,22.44,education,1/29/2022,rejected,10/21/2024
511,576923.61,769,426205.01,168,12.33,debt consolidation,2/24/2022,rejected,5/26/2025
512,118141.76,486,586054.75,344,27.96,debt consolidation,7/1/2022,rejected,10/31/2024
513,30313.77,372,711205.26,50,26.99,education,4/27/2022,rejected,3/3/2024
514,674977.94,668,763324.38,321,11.7,home improvement,8/4/2023,pending,2/27/2025
515,427021.93,520,433860.3,214,20.24,education,11/15/2023,rejected,4/1/2025
516,515866.76,832,234114.95,355,9.38,home improvement,1/27/2024,pending,9/13/2025
517,462172.06,474,234700.53,45,17.28,education,5/20/2023,pending,3/31/2024
518,388379.41,555,251032.81,20,12.71,home improvement,2/16/2022,pending,9/4/2024
519,459777.14,414,53304.35,197,8.81,debt consolidation,7/15/2023,rejected,8/12/2024
520,452153.31,341,971913.28,284,23.13,debt consolidation,2/25/2024,approved,9/23/2024
521,483229.99,666,895168.77,179,28.81,home improvement,6/20/2022,approved,5/2/2024
522,100872.47,391,88940.92,265,24.09,debt consolidation,8/4/2024,rejected,4/23/2024
523,59739.89,314,521643.72,304,4.78,home improvement,10/29/2022,approved,4/11/2024
524,816444.38,650,671917.15,321,6.02,education,5/6/2023,rejected,2/10/2025
525,94724.29,343,363265.63,39,5.57,education,3/6/2023,pending,9/20/2024
526,396378.86,427,310548.03,255,19.52,debt consolidation,3/20/2024,pending,1/23/2025
527,529720.34,791,602655.84,149,24.53,education,10/21/2022,rejected,10/8/2025
528,67733.56,346,635222.66,278,10.74,debt consolidation,12/28/2022,pending,11/29/2024
529,626729.94,823,327255.1,333,6.06,home improvement,2/24/2023,pending,12/18/2024
530,414619.68,744,51132.48,271,3.89,education,5/12/2024,pending,2/16/2024
531,113746.54,394,625248.77,213,20.78,debt consolidation,4/1/2024,rejected,5/19/2024
532,429499.09,330,634171.76,162,9.41,education,12/6/2022,approved,10/23/2024
533,592018.24,343,97419.76,27,27.39,debt consolidation,1/13/2022,approved,4/24/2024
534,995312.87,611,606738.2,35,6.17,home improvement,10/19/2023,rejected,1/14/2024
535,335925.31,396,864381.53,169,15.89,debt consolidation,4/23/2023,rejected,6/4/2024
536,610916.2,331,91369.77,37,23.1,home improvement,8/12/2024,rejected,12/30/2025
537,603268.06,391,596312.34,267,19.81,home improvement,5/29/2022,approved,1/1/2025
538,991370.68,378,970849.83,101,8.26,debt consolidation,2/15/2024,rejected,6/7/2025
539,17789.97,456,251067.99,292,21.65,debt consolidation,12/11/2022,approved,11/27/2025
540,979710.42,669,321429.91,5,13.89,debt consolidation,3/11/2022,rejected,9/25/2024
541,905242.42,455,426454.25,63,12.05,education,12/16/2022,rejected,3/8/2025
542,303782.08,606,555806.54,40,14.63,home improvement,5/23/2023,rejected,2/14/2025
543,855643.02,767,171975.22,291,6.28,education,4/21/2022,approved,8/13/2024
544,379405.11,391,258938.54,279,8.96,debt consolidation,8/5/2022,rejected,5/4/2025
545,146449.74,446,256558.66,330,4.57,debt consolidation,5/12/2022,pending,7/9/2025
546,646851.36,764,911674.89,209,20.46,debt consolidation,1/12/2024,pending,1/3/2024
547,657426.27,650,121101.11,253,15.25,home improvement,5/12/2023,pending,5/8/2025
548,673522.39,373,19131.05,139,15.97,debt consolidation,5/1/2023,pending,1/21/2025
549,682720.0,656,70850.29,313,22.57,education,4/6/2023,rejected,10/11/2024
550,279355.86,515,369779.67,296,13.32,education,7/7/2024,pending,12/15/2025
551,592214.63,840,991956.87,253,10.04,debt consolidation,12/10/2022,rejected,2/11/2025
552,359976.59,337,121502.61,342,6.99,education,7/25/2024,approved,5/27/2025
553,244420.41,386,380077.98,257,18.98,debt consolidation,7/9/2023,pending,10/25/2025
554,533259.4,562,716717.54,115,10.47,home improvement,1/6/2024,pending,1/25/2024
555,124228.67,842,862075.6,136,19.95,education,9/22/2023,rejected,7/21/2024
556,126994.48,419,611684.48,211,8.4,debt consolidation,6/17/2024,rejected,2/14/2025
557,290870.78,567,988753.09,260,15.51,debt consolidation,1/30/2022,rejected,11/30/2025
558,271159.39,401,602529.64,332,21.25,home improvement,2/6/2023,approved,1/3/2025
559,363299.05,378,408455.14,256,12.42,education,1/11/2022,pending,4/22/2025
560,292766.58,335,576856.96,343,28.23,education,12/13/2023,rejected,7/15/2024
561,483145.57,588,512489.44,160,15.8,debt consolidation,12/2/2022,rejected,5/31/2024
562,715115.13,416,770009.81,176,26.85,debt consolidation,1/5/2023,approved,8/6/2024
563,690140.22,743,107123.0,305,14.63,home improvement,6/17/2024,pending,8/26/2024
564,443628.69,623,849051.63,169,23.74,debt consolidation,12/2/2023,approved,6/5/2025
565,453008.67,661,714558.9,348,9.52,debt consolidation,12/14/2023,approved,10/13/2024
566,306931.76,769,909596.13,308,16.61,debt consolidation,3/19/2022,pending,12/10/2024
567,130830.59,505,768433.39,81,23.81,home improvement,4/6/2023,rejected,1/4/2024
568,528514.57,828,151283.94,97,11.71,home improvement,1/6/2024,rejected,3/4/2024
569,531783.42,797,418026.86,146,23.33,debt consolidation,5/16/2024,approved,5/9/2025
570,605937.49,798,711283.78,147,15.1,home improvement,10/16/2024,rejected,1/24/2025
571,57901.78,322,95059.3,61,20.4,debt consolidation,4/14/2022,pending,7/5/2024
572,876778.18,458,785756.08,228,26.34,home improvement,6/19/2023,approved,10/21/2024
573,859854.33,833,208959.12,206,25.07,home improvement,8/7/2022,pending,6/8/2024
574,642028.82,411,420405.51,221,7.25,debt consolidation,2/25/2023,pending,4/18/2025
575,972608.23,592,109520.89,141,12.73,education,6/22/2022,approved,7/24/2024
576,802456.65,818,332849.43,150,0.49,debt consolidation,5/20/2024,rejected,2/19/2025
577,973202.55,417,109337.42,67,23.02,education,6/27/2024,pending,4/21/2024
578,253767.56,733,916370.16,324,21.26,debt consolidation,12/3/2023,rejected,5/11/2024
579,446147.46,834,521493.2,321,27.11,home improvement,6/2/2024,rejected,4/26/2024
580,412652.3,361,369103.48,140,21.22,home improvement,1/30/2024,pending,2/6/2025
581,914367.79,803,789262.83,173,23.21,home improvement,4/17/2023,rejected,9/22/2024
582,891589.48,344,655640.62,151,4.56,education,7/10/2024,rejected,4/27/2024
583,426912.97,526,334267.11,304,13.47,home improvement,9/27/2022,rejected,6/28/2025
584,678213.42,599,682512.01,30,4.79,debt consolidation,11/24/2022,approved,4/23/2024
585,214221.56,722,599484.43,26,10.42,debt consolidation,3/6/2024,approved,3/8/2025
586,5405.8,494,459523.21,11,18.51,debt consolidation,5/2/2024,pending,10/30/2025
587,153678.38,682,820811.11,287,3.74,home improvement,5/18/2023,rejected,7/27/2025
588,13544.87,661,429459.24,176,16.2,debt consolidation,5/30/2024,pending,3/21/2024
589,115487.75,398,112192.61,254,4.62,debt consolidation,3/2/2024,approved,1/4/2025
590,309103.41,372,34882.56,92,14.45,home improvement,8/5/2022,rejected,3/13/2024
591,309025.29,466,664778.4,70,3.84,education,8/17/2023,pending,7/25/2025
592,429223.1,671,494445.52,326,13.15,debt consolidation,1/27/2023,pending,11/11/2025
593,146498.49,713,625697.71,146,1.65,debt consolidation,9/10/2023,rejected,9/26/2024
594,460300.87,785,411701.19,54,10.87,home improvement,1/6/2023,rejected,12/17/2025
595,557444.63,720,924149.24,329,17.72,education,4/20/2023,rejected,5/8/2025
596,619149.31,407,296623.91,146,14.15,debt consolidation,5/30/2022,approved,6/7/2024
597,166171.41,459,248897.67,200,10.97,education,1/29/2023,pending,9/25/2024
598,302837.63,537,881770.66,170,3.6,education,4/18/2022,rejected,8/25/2025
599,339168.42,670,38105.63,332,8.74,education,2/11/2022,pending,3/14/2024
600,982106.32,335,676665.45,223,27.99,home improvement,5/27/2023,approved,9/22/2025
601,899527.91,544,774981.21,278,6.98,home improvement,12/30/2022,approved,11/9/2025
602,95352.79,616,676519.43,285,29.23,debt consolidation,6/17/2022,rejected,6/23/2024
603,158091.23,496,654725.9,359,23.95,home improvement,3/31/2024,rejected,8/24/2024
604,712890.52,686,330927.75,97,2.48,home improvement,4/20/2024,approved,7/16/2024
605,945438.04,436,140288.51,263,20.24,education,11/7/2023,rejected,6/20/2025
606,428822.78,741,463612.71,22,1.87,debt consolidation,5/6/2023,approved,7/7/2025
607,990800.04,371,246176.83,130,1.51,home improvement,12/29/2023,approved,10/2/2025
608,693684.95,569,870846.96,132,7.11,debt consolidation,2/11/2023,approved,9/2/2024
609,219642.7,327,142213.29,222,22.49,education,5/9/2024,pending,5/15/2024
610,482091.85,763,253105.62,149,21.61,education,5/27/2022,approved,7/23/2024
611,309896.31,323,462008.72,127,26.72,education,2/13/2022,pending,3/8/2024
612,198877.41,690,397965.58,241,25.05,home improvement,2/6/2023,approved,12/13/2024
613,655382.17,638,119083.73,23,11.66,debt consolidation,10/22/2023,pending,3/4/2025
614,372863.05,785,745803.57,134,19.02,debt consolidation,9/30/2024,pending,6/18/2024
615,202506.82,755,828760.55,118,27.44,education,4/9/2024,approved,10/15/2024
616,464804.53,585,792721.93,70,23.5,education,11/24/2023,approved,7/8/2024
617,894172.6,719,134993.46,270,22.82,debt consolidation,5/25/2023,approved,3/14/2025
618,843924.74,425,967282.68,111,18.42,debt consolidation,11/18/2024,pending,10/12/2025
619,264893.89,715,427883.84,342,26.9,education,4/25/2022,pending,1/18/2024
620,195096.32,512,983347.55,236,15.72,home improvement,6/26/2024,approved,9/6/2024
621,285410.96,519,763356.43,208,11.34,debt consolidation,9/29/2022,pending,8/29/2025
622,920727.13,807,788359.04,80,20.96,debt consolidation,8/21/2024,pending,1/2/2025
623,291138.54,310,126615.02,226,24.07,debt consolidation,12/16/2022,approved,11/4/2025
624,137934.91,735,814515.08,302,5.94,education,3/9/2023,pending,5/10/2025
625,23274.67,841,927289.1,139,22.79,education,7/4/2024,rejected,2/14/2025
626,640331.39,559,410417.53,115,5.12,education,6/2/2022,approved,2/4/2025
627,205892.72,369,483306.2,360,25.99,home improvement,9/28/2024,approved,5/20/2024
628,536190.61,774,344439.21,276,10.5,debt consolidation,5/31/2024,approved,1/30/2025
629,993598.86,557,677956.53,167,17.58,education,9/22/2022,pending,11/17/2024
630,482941.59,341,863060.45,50,14.4,home improvement,4/28/2023,rejected,10/24/2025
631,2934.5,664,68560.34,322,28.56,debt consolidation,7/3/2023,approved,9/9/2025
632,632245.34,751,176939.13,237,22.46,education,11/8/2024,rejected,9/24/2025
633,234212.15,561,750130.2,291,1.71,home improvement,12/21/2022,pending,2/6/2024
634,664835.23,552,420489.23,273,21.74,education,2/21/2024,approved,11/26/2024
635,501805.07,305,786374.6,260,29.03,debt consolidation,2/14/2022,pending,3/5/2024
636,124248.95,599,867113.94,359,0.26,education,7/10/2023,pending,3/13/2025
637,263457.59,519,141261.77,164,18.88,debt consolidation,10/16/2023,approved,9/6/2024
638,724675.11,793,250517.39,148,2.3,education,8/15/2024,approved,2/7/2024
639,525262.31,321,308101.22,113,16.87,debt consolidation,10/20/2022,rejected,7/19/2024
640,14121.41,641,896000.93,97,18.46,education,3/1/2024,pending,8/10/2024
641,30204.86,460,2332.26,326,0.89,debt consolidation,11/23/2022,rejected,9/20/2025
642,613374.83,603,321510.85,60,4.2,education,8/5/2024,approved,12/13/2025
643,657822.48,836,463764.93,80,7.14,debt consolidation,1/28/2023,approved,7/24/2024
644,536111.6,750,376580.14,202,25.45,education,7/17/2022,pending,8/19/2024
645,435625.24,655,15523.46,37,6.93,home improvement,12/31/2023,rejected,4/3/2024
646,335509.52,782,576286.05,274,29.71,debt consolidation,11/19/2023,pending,10/17/2024
647,741280.52,328,932327.83,79,29.57,debt consolidation,11/9/2024,approved,5/29/2024
648,538065.48,345,646770.89,36,3.27,home improvement,1/16/2023,pending,7/18/2024
649,305569.02,307,729186.22,304,29.0,debt consolidation,6/4/2022,rejected,3/3/2025
650,992790.57,839,537294.74,46,4.39,debt consolidation,4/3/2023,approved,6/6/2024
651,228635.12,628,3358.36,91,27.05,education,11/28/2023,approved,11/22/2024
652,304795.66,719,446106.18,11,21.27,education,4/29/2023,approved,5/16/2024
653,739471.95,398,479952.23,156,7.19,education,2/6/2022,pending,8/6/2025
654,979499.95,728,307544.62,267,16.28,home improvement,4/25/2024,approved,12/18/2024
655,447637.99,512,40655.86,97,13.72,education,11/23/2022,approved,12/20/2025
656,992061.63,505,819374.39,21,10.73,home improvement,6/21/2023,pending,6/16/2025
657,831831.71,611,443410.01,276,29.26,home improvement,8/29/2023,pending,10/10/2025
658,584291.68,611,88180.89,336,26.26,debt consolidation,5/9/2022,pending,4/30/2024
659,623823.88,595,796151.43,36,26.93,home improvement,3/20/2022,pending,6/23/2025
660,146590.67,736,237142.46,12,5.52,home improvement,2/20/2024,rejected,4/21/2025
