Volatility 3 Framework 2.7.0

Offset	Name	Size
0xde0130fb74e0	\Windows\System32\httpprxc.dll	216
0xde0130fb7670	\Windows\System32\ncbservice.dll	216
0xde0130fb7990	\CMNotify	216
0xde0130fb7b20	\Windows\System32\CSystemEventsBrokerClient.dll	216
0xde0130fb7e40	\Windows\System32\dhcpcsvc6.dll	216
0xde0130fb8160	\Windows\System32\SystemEventsBrokerClient.dll	216
0xde0130fb82f0	\Users\hcsc\AppData\Local\Microsoft\GameDVR\KnownGameList.bin	216
0xde0130fb8610	\Program Files\Windows Defender\NisSrv.exe	216
0xde0130fb87a0	\Windows\System32\svchost.exe	216
0xde0130fb8930	\Windows\System32\dhcpcsvc.dll	216
0xde0130fb9290	\Windows\System32\ncryptprov.dll	216
0xde0130fb9420	\$Directory	216
0xde0130fb95b0	\Windows\System32\keyiso.dll	216
0xde0130fb9740	\Windows\System32\wbem\WmiPrvSD.dll	216
0xde0130fb9a60	\Windows\System32\nlasvc.dll	216
0xde0130fb9bf0	\Windows\System32\ncsi.dll	216
0xde0130fb9d80	\Endpoint	216
0xde0130fba230	\Windows\System32\AppResolver.dll	216
0xde0130fba550	\Windows\System32\nrpsrv.dll	216
0xde0130fba6e0	\$Directory	216
0xde0130fba870	\Windows\System32\ngcpopkeysrv.dll	216
0xde0130fbaa00	\Endpoint	216
0xde0130fbaeb0	\Windows\System32\PCPKsp.dll	216
0xde0130fbb1d0	\Endpoint	216
0xde0130fbb360	\Endpoint	216
0xde0130fbb680	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe	216
0xde0130fbb810	\$ConvertToNonresident	216
0xde0130fbb9a0	\Windows\System32\tbs.dll	216
0xde0130fbbe50	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde0130fbc300	\CMApi	216
0xde0130fbc490	\Endpoint	216
0xde0130fbc620	\CMNotify	216
0xde0130fbc7b0	\Endpoint	216
0xde0130fbc940	\Windows\System32\en-US\shell32.dll.mui	216
0xde0130fbd430	\Windows\System32\ssdpapi.dll	216
0xde0130fbd750	\Windows\System32\usbmon.dll	216
0xde0130fbe240	\CMNotify	216
0xde0130fbe3d0	\Users\hcsc\AppData\Local\Microsoft\GameDVR\KnownGameList.bin	216
0xde0130fbe560	\CMNotify	216
0xde0130fbe6f0	\CMNotify	216
0xde0130fbea10	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe	216
0xde0130fbeba0	\Windows\System32\cscapi.dll	216
0xde0130fbed30	\$ConvertToNonresident	216
0xde0130fbeec0	\Windows\System32\Windows.UI.Shell.dll	216
0xde0130fbf1e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-NCrypt%4Operational.evtx	216
0xde0130fbf370	\Windows\System32\cflapi.dll	216
0xde0130fbf500	\CMNotify	216
0xde0130fbf690	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx	216
0xde0130fbfe60	\$Directory	216
0xde0130fc0180	\Windows\System32\en-US\windows.storage.dll.mui	216
0xde0130fc0310	\Windows\System32\wbem\esscli.dll	216
0xde0130fc0630	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx	216
0xde0130fc0e00	\Endpoint	216
0xde0130fc1120	\Endpoint	216
0xde0130fc12b0	\CMNotify	216
0xde0130fc1440	\$Directory	216
0xde0130fc15d0	\Endpoint	216
0xde0130fc1a80	\Endpoint	216
0xde0130fc1c10	\Windows\System32\CryptoWinRT.dll	216
0xde0130fc20c0	\Windows\System32\ssdpsrv.dll	216
0xde0130fc2250	\$Directory	216
0xde0130fc2570	\Windows\System32\en-US\propsys.dll.mui	216
0xde0130fc2700	\Windows\System32	216
0xde0130fc2890	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy	216
0xde0130fc2ed0	\Windows\System32\TimeBrokerClient.dll	216
0xde0130fc3380	\Windows\System32\en-US\svchost.exe.mui	216
0xde0130fc36a0	\Dev\Query	216
0xde0130fc3ce0	\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll	216
0xde0130fc4190	\Endpoint	216
0xde0130fc4320	\$Directory	216
0xde0130fc44b0	\Endpoint	216
0xde0130fc47d0	\Endpoint	216
0xde0130fc4af0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0xde0130fc52c0	\ProgramData\Microsoft\Network\Downloader\qmgr.db	216
0xde0130fc55e0	\CMNotify	216
0xde0130fc5770	\Sessions\2\AppContainerNamedObjects\S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000	216
0xde0130fc5a90	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2	216
0xde0130fc5c20	\Endpoint	216
0xde0130fc5db0	\Windows\System32\en-US\windows.storage.dll.mui	216
0xde0130fc60d0	\ProgramData\Microsoft\Network\Downloader\qmgr.jfm	216
0xde0130fc6260	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\ActivationStore.dat	216
0xde0130fc63f0	\CMNotify	216
0xde0130fc6710	\Windows\System32\oobe\en-US\msoobeplugins.dll.mui	216
0xde0130fc68a0	\Windows\System32\en-US\dsreg.dll.mui	216
0xde0130fc6a30	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	216
0xde0130fc6d50	\Windows\System32\svchost.exe	216
0xde0130fc7200	\Dev\Query	216
0xde0130fc7840	\Windows\System32	216
0xde0130fc79d0	\Windows\System32\smartscreen.exe	216
0xde0130fc7cf0	\Windows\System32\ContentDeliveryManager.Utilities.dll	216
0xde0130fc7e80	\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartUI.dll	216
0xde0130fc81a0	\Windows\System32\ShellExperiences\Windows.UI.Shell.SharedUtilities.dll	216
0xde0130fc8330	\Windows\System32\en-US\combase.dll.mui	216
0xde0130fc8650	\Windows\System32\smartscreenps.dll	216
0xde0130fc87e0	\Dev\Query	216
0xde0130fc8970	\Windows\System32\en-US\QuietHours.dll.mui	216
0xde0130fc8b00	\Windows\System32\en-US\svchost.exe.mui	216
0xde0130fc8c90	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat	216
0xde0130fc9140	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1	216
0xde0130fc92d0	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2	216
0xde0130fc95f0	\$Directory	216
0xde0130fc9aa0	\Windows\System32\wpnclient.dll	216
0xde0130fc9dc0	\CMApi	216
0xde0130fca0e0	\Windows\System32\en-US\Windows.Web.Http.dll.mui	216
0xde0130fca400	\CMNotify	216
0xde0130fca590	\CMNotify	216
0xde0130fca720	\Windows\System32\en-US\smartscreen.exe.mui	216
0xde0130fcabd0	\Windows\System32	216
0xde0130fcb3a0	\$Directory	216
0xde0130fcb530	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde0130fcb850	\Windows\System32\TDLMigration.dll	216
0xde0130fcc1b0	\Windows\System32\RuntimeBroker.exe	216
0xde0130fcc4d0	\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx	216
0xde0130fcc980	\Windows\System32\WinRtTracing.dll	216
0xde0130fccca0	\$ConvertToNonresident	216
0xde0130fcce30	\CMApi	216
0xde0130fcd150	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Header.bin	216
0xde0130fcd2e0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xde0130fcd600	\LOCAL\mojo.2812.4484.3917005077435833428	216
0xde0130fcd790	\Windows\System32\mlang.dll	216
0xde0130fcd920	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-System.dat	216
0xde0130fcdc40	\$Directory	216
0xde0130fcddd0	\$Directory	216
0xde0130fce280	\$Directory	216
0xde0130fce730	\Windows\System32\wlanapi.dll	216
0xde0130fce8c0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xde0130fcf090	\Windows\Fonts	216
0xde0130fcf220	\$Directory	216
0xde0130fcf3b0	\$Directory	216
0xde0130fcf540	\CMNotify	216
0xde0130fcfb80	\$Directory	216
0xde0130fcfd10	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy	216
0xde0130fcfea0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xde0130fd0800	\$Directory	216
0xde0130fd0990	\Windows\System32\spool\prtprocs\x64\winprint.dll	216
0xde0130fd0b20	\Windows\System32\en-US\windows.ui.xaml.dll.mui	216
0xde0130fd0e40	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xde0130fd1930	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2	216
0xde0130fd1ac0	\Windows\Fonts\seguisb.ttf	216
0xde0130fd1c50	\Windows\System32\TimeBrokerServer.dll	216
0xde0130fd1de0	\$Directory	216
0xde01310d6150	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_1	216
0xde01310d6470	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\index	216
0xde01310d6600	\Windows\SysWOW64\aepic.dll	216
0xde01310d6790	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_3	216
0xde01310d6920	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_2	216
0xde01310d6ab0	\Windows\System32\en-US\winnlsres.dll.mui	216
0xde01310d6c40	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53	216
0xde01310d6dd0	\$Directory	216
0xde01310d70f0	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xde01310d7280	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_2	216
0xde01310d7410	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53	216
0xde01310d75a0	\CMNotify	216
0xde01310d7730	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53	216
0xde01310d78c0	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\libGLESv2.dll	216
0xde01310d7a50	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_3	216
0xde01310d8220	\$Directory	216
0xde01310d83b0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde01310d8540	\Windows\System32\TenantRestrictionsPlugin.dll	216
0xde01310d86d0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\index	216
0xde01310d89f0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_0	216
0xde01310d8b80	\Windows\System32\en-US\ApplicationFrame.dll.mui	216
0xde01310d8d10	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_0	216
0xde01310d8ea0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_1	216
0xde01310d9350	\Winsock2\CatalogChangeListener-3c4-0	216
0xde01310d94e0	\Windows\System32\en-US\wscapi.dll.mui	216
0xde01310d9670	\CMNotify	216
0xde01310d9800	\Windows\System32\SecurityHealthSystray.exe	216
0xde01310d9990	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\vulkan-1.dll	216
0xde01310d9b20	\CMNotify	216
0xde01310d9cb0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Web Data	216
0xde01310d9e40	\Endpoint	216
0xde01310da160	\Endpoint	216
0xde01310da2f0	\Endpoint	216
0xde01310da480	\Windows\System32\en-US\netprofmsvc.dll.mui	216
0xde01310da610	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\libEGL.dll	216
0xde01310da7a0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\21.220.1024.0005\Qt5Core.dll	216
0xde01310da930	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\vk_swiftshader.dll	216
0xde01310daac0	\Windows\System32\netprofmsvc.dll	216
0xde01310dade0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Web Data-journal	216
0xde01310db100	\Windows\System32\nlaapi.dll	216
0xde01310db290	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOG	216
0xde01310db420	\CMNotify	216
0xde01310db5b0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOCK	216
0xde01310db740	\Windows\System32\Windows.UI.Logon.dll	216
0xde01310db8d0	\Windows\System32\amsi.dll	216
0xde01310dba60	\CMNotify	216
0xde01310dbd80	\Windows\System32\SmartCardBackgroundPolicy.dll	216
0xde01310dc0a0	\CMNotify	216
0xde01310dc230	\$ConvertToNonresident	216
0xde01310dc3c0	\Endpoint	216
0xde01310dc550	\CMNotify	216
0xde01310dc6e0	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xde01310dc870	\CMNotify	216
0xde01310dcb90	\CMNotify	216
0xde01310dcd20	\Windows\System32\windows.immersiveshell.serviceprovider.dll	216
0xde01310dceb0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites	216
0xde01310dd1d0	\CMNotify	216
0xde01310dd360	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Login Data	216
0xde01310dd4f0	\$ConvertToNonresident	216
0xde01310dd680	\LOCAL\mojo.2812.4484.7646537813775706353	216
0xde01310dd810	\CMNotify	216
0xde01310dd9a0	\Sessions\2\AppContainerNamedObjects\S-1-15-2-3251537155-1984446955-2931258699-841473695-1938553385-924012159-129201922	216
0xde01310ddb30	\CMNotify	216
0xde01310dde50	\CMNotify	216
0xde01310de170	\Windows\System32\SecurityHealthSSO.dll	216
0xde01310de490	\Windows\System32\WinMetadata\Windows.ApplicationModel.winmd	216
0xde01310de620	\CMNotify	216
0xde01310de7b0	\LOCAL\mojo.2812.4484.7646537813775706353	216
0xde01310de940	\$Directory	216
0xde01310dead0	\Windows\System32\usermgrcli.dll	216
0xde01310dec60	\CMNotify	216
0xde01310dedf0	\CMNotify	216
0xde01310df110	\CMNotify	216
0xde01310df2a0	\Windows\System32	216
0xde01310df5c0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\21.220.1024.0005\Qt5Qml.dll	216
0xde01310df750	\$Directory	216
0xde01310df8e0	\$ConvertToNonresident	216
0xde01310dfa70	\lsass	216
0xde01310dfc00	\Windows\System32\es.dll	216
0xde01310dfd90	\Windows\System32\PortableDeviceConnectApi.dll	216
0xde01310e00b0	\$ConvertToNonresident	216
0xde01310e0240	\CMNotify	216
0xde01310e0560	\Windows\System32\wpdbusenum.dll	216
0xde01310e06f0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\21.220.1024.0005\Qt5Quick.dll	216
0xde01310e0880	\Windows\SysWOW64\wtsapi32.dll	216
0xde01310e0a10	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx	216
0xde01310e0ba0	\Windows\System32\usermgr.dll	216
0xde01310e0d30	\Endpoint	216
0xde01310e0ec0	\Windows\SysWOW64\rasadhlp.dll	216
0xde01310e11e0	\CMNotify	216
0xde01310e1370	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx	216
0xde01310e1690	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx	216
0xde01310e19b0	\Windows\System32\PortableDeviceApi.dll	216
0xde01310e1b40	\Windows\System32\gpsvc.dll	216
0xde01310e1cd0	\$Directory	216
0xde01310e1e60	\$ConvertToNonresident	216
0xde01310e2180	\Endpoint	216
0xde01310e2310	\Windows\System32\Phoneutil.dll	216
0xde01310e24a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx	216
0xde01310e27c0	\$Directory	216
0xde01310e2950	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat	216
0xde01310e2ae0	\Windows\System32\en-US\mswsock.dll.mui	216
0xde01310e2c70	\$ConvertToNonresident	216
0xde01310e2e00	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension Rules\MANIFEST-000002	216
0xde01310e3120	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Shared Dictionary\db	216
0xde01310e32b0	\$Directory	216
0xde01310e3440	\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx	216
0xde01310e35d0	\CMApi	216
0xde01310e3760	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Shared Dictionary\db-journal	216
0xde01310e3a80	\Windows\System32\OnDemandConnRouteHelper.dll	216
0xde01310e3c10	\Windows\System32\en-US\securityhealthsso.dll.mui	216
0xde01310e3da0	\Windows\System32\FntCache.dll	216
0xde01310e40c0	\$Directory	216
0xde01310e4250	\Endpoint	216
0xde01310e43e0	\Windows\System32\taskschd.dll	216
0xde01310e4570	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\LOG	216
0xde01310e4700	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\LOCK	216
0xde01310e4890	\Windows\System32\en-US\mswsock.dll.mui	216
0xde01310e4a20	\Windows\System32\UserMgrProxy.dll	216
0xde01310e4bb0	\$CachedWriteThrough	216
0xde01310e4d40	\Windows\System32\Sens.dll	216
0xde01310e4ed0	\Windows\System32\FontProvider.dll	216
0xde01310e5380	\Windows\System32\sysmain.dll	216
0xde01310e5510	\$Directory	216
0xde01310e56a0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension Rules\000003.log	216
0xde01310e5830	\Users\hcsc\AppData\Local\Microsoft\OneDrive\setup\logs\Update_2024-03-26_230307_3572-5952.log	216
0xde01310e59c0	\Endpoint	216
0xde01310e5ce0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_1	216
0xde01310e6190	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension State\000003.log	216
0xde01310e6320	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\index	216
0xde01310e6960	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_2	216
0xde01310e6af0	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\ffmpeg.dll	216
0xde01310e6e10	\Windows\Fonts\seguisb.ttf	216
0xde01310e7770	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\index	216
0xde01310e7900	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_0	216
0xde01310e7a90	\Windows\Fonts	216
0xde01310e7c20	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension Scripts\000003.log	216
0xde01310e7db0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension State\MANIFEST-000002	216
0xde01310e80d0	\Windows\System32\svchost.exe	216
0xde01310e8260	\AsyncConnectHlp	216
0xde01310e83f0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Extension Scripts\MANIFEST-000002	216
0xde01310e8580	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_0	216
0xde01310e8710	\$Directory	216
0xde01310e8a30	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_1	216
0xde01310e8bc0	\Windows\System32\en-US\ESENT.dll.mui	216
0xde01310e8ee0	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\LocalState\MediaDb.v1.sqlite	216
0xde01310e9200	\CMApi	216
0xde01310e9390	\$Directory	216
0xde01310e9520	\Windows\System32	216
0xde01310e96b0	\Windows\System32\en-US\dnsapi.dll.mui	216
0xde01310e9cf0	\Users\hcsc\AppData\Local\Temp\56cf30eb-b02b-41bf-8a78-d71b13370c8e.tmp	216
0xde01310e9e80	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat	216
0xde01310ea1a0	\$Directory	216
0xde01310ea330	\Windows\System32	216
0xde01310ea4c0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\MANIFEST-000002	216
0xde01310ea970	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_3	216
0xde01310eab00	\Windows\System32\en-US\user32.dll.mui	216
0xde01310eac90	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\000003.log	216
0xde01310eae20	\Endpoint	216
0xde01310eb140	\Windows\System32\svchost.exe	216
0xde01310eb780	\$Directory	216
0xde01310eb910	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_3	216
0xde01310ebc30	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_2	216
0xde01310ec400	\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19071.12548.0_x64__8wekyb3d8bbwe\Microsoft.Membership.MeControl.dll	216
0xde01310ec720	\$Directory	216
0xde01310ecd60	\Program Files\WindowsApps\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll	216
0xde01310ecef0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG2	216
0xde01310ed080	\Windows\Fonts\seguiemj.ttf	216
0xde01310ed3a0	\Windows\Fonts\seguiemj.ttf	216
0xde01310ed530	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG1	216
0xde01310ed6c0	\Windows\Fonts\segoeuib.ttf	216
0xde01310ed850	\CMNotify	216
0xde01310ed9e0	\Windows\Fonts\times.ttf	216
0xde01310edd00	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\LocalState\MediaDb.v1.sqlite-wal	216
0xde01310ede90	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1	216
0xde01310ee340	\Endpoint	216
0xde01310ee4d0	\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19071.12548.0_x64__8wekyb3d8bbwe\Microsoft.RichMedia.Ink.Controls.dll	216
0xde01310ee660	\$Directory	216
0xde01310ee7f0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\ActivationStore.dat	216
0xde01310ee980	\Windows\System32\Windows.Networking.BackgroundTransfer.dll	216
0xde01310eeca0	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2	216
0xde01310eee30	\Windows\System32\Windows.System.Diagnostics.Telemetry.PlatformTelemetryClient.dll	216
0xde01310ef150	\Windows\System32\UserDataTypeHelperUtil.dll	216
0xde01310ef920	\Windows\System32\en-US\notepad.exe.mui	216
0xde01310f00f0	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\LocalState\MediaDb.v1.sqlite	216
0xde01310f0280	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat	216
0xde01310f0410	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG2	216
0xde01310f0730	\$Directory	216
0xde01310f0be0	\$Directory	216
0xde01310f1090	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0xde01310f13b0	\Windows\System32\en-US\AppResolver.dll.mui	216
0xde01310f1540	\Windows\System32\notepad.exe	216
0xde01310f1b80	\Windows\System32\svchost.exe	216
0xde01310f2350	\CMNotify	216
0xde01310f5550	\$Directory	216
0xde01310f5a00	\Windows\System32\webio.dll	216
0xde01310f5d20	\$Directory	216
0xde0131108180	\Windows\System32\drivers\wcifs.sys	216
0xde01311085d0	\Windows\System32\drivers\cldflt.sys	216
0xde0131109430	\Windows\System32\drivers\bindflt.sys	216
0xde01311095a0	\Windows\System32\drivers\luafv.sys	216
0xde0131109880	\$Directory	216
0xde013110a9c0	\Windows\System32\drivers\storqosflt.sys	216
0xde013110b990	\Windows\System32\drivers\lltdio.sys	216
0xde013110c510	\Windows\System32\drivers\mslldp.sys	216
0xde013110c680	\Windows\System32\drivers\rspndr.sys	216
0xde0131224470	\$Directory	216
0xde0131224790	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites-journal	216
0xde0131224920	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\Locales\en-US.pak	216
0xde0131224dd0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Local Storage\leveldb\000003.log	216
0xde01312250f0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Favicons-journal	216
0xde0131225280	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\msedge_200_percent.pak	216
0xde0131225410	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Network\Trust Tokens	216
0xde01312255a0	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_0	216
0xde0131225730	\CMApi	216
0xde0131225a50	\$ConvertToNonresident	216
0xde0131225be0	\Windows\System32\msmpeg2vdec.dll	216
0xde0131226220	\Users\hcsc\AppData\Local\Microsoft\Edge\User Data\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Local Storage\leveldb\MANIFEST-000002	216
0xde01312263b0	\Windows\System32\mfperfhelper.dll	216
0xde0131226540	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\msedge_100_percent.pak	216
0xde0131226860	\Windows\System32\WinMetadata\Windows.UI.winmd	216
0xde0131226b80	\$ConvertToNonresident	216
0xde0131226d10	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\v8_context_snapshot.bin	216
0xde0131226ea0	\Program Files (x86)\Microsoft\Edge\Application\123.0.2420.53\resources.pak	216
0xde01312271c0	\Windows\System32\mf.dll	216
